Year,Quarter,Workplace,VacancyCount,Headline
2021,4,Danderyd,56.0,"['Extrajobb Barnvakt Stockholm Danderyd 3em/v - Kollektivavtal', 'Barnvakt Stockholm Danderyd 2-5 em/v - Kollektivavtal', 'Rivare/Grovarbetare,extra/Danderyd', 'Rivare/Grovarbetare,extra/Danderyd', 'Barnvakt Stockholm Danderyd 2-5 em/vecka - Kollektivavtal']"
2021,4,Ekerö,40.0,"['Barnvakt Ekerö 3em/v - Kollektivavtal', 'Extrajobb Barnvakt Stockholm Ekerö 3-4ggr/v - Kollektivavtal', 'Barnvakt Stockholm Ekerö 2 em/vecka - Kollektivavtal', 'Barnvakt Ekerö 3em/v - Kollektivavtal', 'Barnvakt Extrajobb Stockholm Ekerö 2 em/vecka - Kollektivavtal']"
2021,4,Eksjö,5.0,"['Behandlingsassistent Nytida Navigatorn', 'Behovspersonal ', 'Behovspersonal ']"
2021,4,Enköping,210.0,"['Studenter sökes för extrajobb på läkemedelslager i Enköping!', 'Extrajobb som truckförare på lager i Brunna!', 'Extrajobb som truckförare på lager i Brunna!', 'Extrajobb som truckförare på lager i Brunna!', 'Extrajobb som orderplockare med truck hos Martin och Servera - Enköping']"
2021,4,Eskilstuna,151.0,"['Är du studerande och vill arbeta extra som orderplockare på Kuehne Nagel?', 'Uniflex söker studerande truckförare till uppdrag i Eskilstuna!', 'Studenter som vill jobba extra som lagerarbetare i Eskilstuna', 'Söker dig som vill jobba extra som administratör!', 'Extrajobb som lagermedarbetare till Kuehne+Nagel']"
2021,4,Eslöv,18.0,"['Handledare - med stödpedagogskompetens', 'Extrajobb till Orkla i Eslöv', 'Extrajobb till Orkla i Eslöv', 'Studenter sökes för extraarbete i Eslöv', 'Handledare - med stödpedagogskompetens']"
2021,4,Essunga,1.0,['Barnvakt Extrajobb Nossebro Lekåsa 3 em/vecka - Kollektivavtal']
2021,4,Falkenberg,27.0,"['Extrajobb studenter', 'PwC söker studenter till revision', 'Extrajobb som produktionsmedarbetare inom industrin', 'Extrajobb studenter', 'Fitness24Seven söker Timvikarierande Site Responsible till Varberg med o...']"
2021,4,Falköping,16.0,"['Extrajobb inom industri! ', 'Städ & Servicepersonal till Effektivs lag!', 'Boendestödjare, timvikarier']"
2021,4,Falun,74.0,"['Brevbärare Falun, behovsanställning', 'Fotbollsintresserad eventpersonal sökes till eventturné!', 'Är du student och vill jobba extra med merchandising i Falun/Borlänge?', 'Timvikarie till Falun', 'Extrajobb för studenter till industriföretag']"
2021,4,Finspång,3.0,"['Studerande rekryterare till finspång', 'Handledare verksamhetsresurs sökes till daglig verksamhet LSS']"
2021,4,Flen,15.0,"['Söker dig som vill jobba extra i Katrineholm', 'Enhetschef för utförare av kommunala LSS-insatser', 'Söker dig som vill jobba extra i Katrineholm', 'Boendestödjare till LSS gruppbostad Alpnäs i Hälleforsnäs', 'Söker dig som vill jobba extra i Katrineholm']"
2021,4,Färgelanda,1.0,['Extrapersonal sökes']
2021,4,Gnesta,1.0,['Boendestödjare till socialpsykiatri']
2021,4,Gotland,29.0,"['Barnvakt Extrajobb Gotland Romakloster 1-3 dagar/v - Kollektivavtal ', 'Distributörer till SVHL Gotland!', 'Barnvakt Extrajobb Gotland Romakloster 1-3 dagar/v - Kollektivavtal ', 'Butikschef PMU Second Hand', 'Enkelt Extrajobb omgående!']"
2021,4,Grums,8.0,"['Behandlingassistent - timvikariat', 'Erfaren truckförare sökes för extrajobb!', 'Erfaren truckförare sökes för extrajobb!', 'Erfaren truckförare sökes för extrajobb!', 'Erfaren truckförare sökes för extrajobb!']"
2021,4,Grästorp,1.0,['Personlig assistent']
2021,4,Gällivare,6.0,"['Handledare till Rosens Dagliga verksamhet', 'Jobba extra med läkemedelsservice hos ApoEx', 'Fastighetskötare', 'Distributörer, Gällivare']"
2021,4,Gävle,70.0,"['Extrajobb som fastighetsskötare, Gävle', 'Skogskonsulent till projekt Grön framtid', 'Barpersonal', 'Extra Lagermedarbetare i Gävle', 'Monitor ERP arena']"
2021,4,Göteborg,1503.0,"['Personliga assistenter', 'Restaurang- & Cafébiträden till attraktiva uppdrag', 'Bedömare av nationella prov i Göteborg', 'Köksbiträden med stora utvecklingsmöjligheter!', 'Stödpedagog teckenspråk till Kaggeledsbacken']"
2021,4,Götene,3.0,"['Stödassistent till daglig verksamhet', 'Extrajobb inom industrin', 'Vill du jobba extra inom industri?']"
2021,4,Hallsberg,46.0,"['Telefonförsäljning Deltid (12h/vecka)', 'Extrajobb inom lager och logistik för studerande till Ahlsell i Hallsberg', 'Extraarbetare sökes till terminal i Hallsberg!', 'Arbetsledare med inriktning mot vår Arbetsmarknads- och integrationsenhet', 'Extrajobb inom lager och logistik för studerande till Ahlsell i Hallsberg']"
2021,4,Hallstahammar,6.0,"['Stödassistent', 'Stödassistent', 'Betongabetare (Extra)']"
2021,4,Halmstad,94.0,"['Butiksextra modebutiken Quinte, mfl butikskedjor!', 'Intresseanmälan för extraarbete, Halmstad', 'Helganställning inom vård och omsorg för deltidsarbetande, föräldralediga, ', 'Extrajobb som lagermedarbetare', 'Butiksextra modebutiken Quinte, mfl butikskedjor!']"
2021,4,Haninge,118.0,"['Barnvakt Haninge Vega 1-3 ggr/månad - Kollektivavtal', 'Tranpenad söker lagermedarbetare för extrajobb i Jordbro!', 'Barnvakt Haninge Vega 1-3 ggr/månad - Kollektivavtal', 'Timvikarie /Extra jobb till Hemsjukvården', 'Tranpenad söker lagermedarbetare för extrajobb i Jordbro!']"
2021,4,Haparanda,7.0,"['Fotbollsintresserad eventpersonal sökes till eventturné!', 'Lärare till Lärcentrum Anstalten Haparanda, timvikarie', 'Distributörer, Haparanda', 'Distributörer, Haparanda']"
2021,4,Hedemora,2.0,['Fotbollsintresserad eventpersonal sökes till eventturné!']
2021,4,Helsingborg,160.0,"['Butiksmedarbetare för extraarbete i Helsingborg & Landskrona', 'Lagerarbete på deltid i Helsingborg', 'Extrajobb för studenter inom lager och produktion', 'Söker du långsiktigt deltidsjobb?', 'Adecco söker extrapersonal/studenter inom produktion/lager']"
2021,4,Herrljunga,21.0,"['Stödpedagog Daglig verksamhet', 'Studenter som vill ha ett extrajobb se hit!', 'Extrajobb inom industri! ']"
2021,4,Hjo,1.0,['Stödpedagog/pedagog']
2021,4,Huddinge,73.0,"['Studenter sökes för extrajobb inom lager och produktion', 'Barnvakt Extrajobb Huddinge Skogås 1 gång/v - Kollektivavtal', 'Barnvakt Huddinge 2-3 gånger/månad - Kollektivavtal', 'Barnvakt Huddinge Trångsund ca 2 ggr/månad - Kollektivavtal', 'Studenter sökes för extrajobb inom lager och produktion']"
2021,4,Hudiksvall,1.0,['Merchandiser sökes till uppdrag i Hudiksvall med omnejd - (v.8-10)']
2021,4,Hultsfred,10.0,"['Maskinoperatör/Truckförare sökes för extrajobb i Hultsfred!', 'Maskinoperatör sökes för extrajobb i Hultsfred!']"
2021,4,Hylte,1.0,['Stödassistent eller stödpedagog till LSS i Hylte Kommun']
2021,4,Härjedalen,2.0,"['Brevbärare Sveg, behovsanställning', 'Brevbärare Hede, behovsanställning']"
2021,4,Härnösand,11.0,"['Brevbärare Härnösand, behovsanställning', 'Fastighetsskötare i Härnösand', 'Förvaltare', 'Lastbilschaufför CE Härnösand, behovsanställning', 'Timvikarie till växel placerad i Härnösand sökes']"
2021,4,Härryda,15.0,"['C-chaufförer sökes för extrauppdrag på lördagar!', 'Vill du arbeta som administratör på välkänt företag?', 'Familj söker nanny till Landvetter EXTRAJOBB', 'Barnvakt Extrajobb Göteborg Mölnlycke 1 em/vecka - Kollektivavtal', 'Familj söker nanny till Landvetter EXTRAJOBB']"
2021,4,Hässleholm,15.0,"['Långsiktigt extrajobb på Dagabs lager i Hässleholm', 'Administratör till uppdrag i Hässleholm', 'Vaccina söker sjuksköterskor för Covid-19 vaccinering i Hässleholm', 'Extrajobb för studenter på Dagabs lager - Hässleholm', 'Komfortoperatörer timanställning']"
2021,4,Håbo,20.0,"['Barnvakt Stockholm Bålsta Helg - Kollektivavtal ', 'Barnvakt Stockholm Bålsta Helg - Kollektivavtal ', 'Barnvakt Stockholm Bålsta Helg - Kollektivavtal ', 'Hantlangare/Extra/Bålsta', 'Barnvakt Stockholm Bålsta Helg - Kollektivavtal ']"
2021,4,Höganäs,15.0,"['Studenter sökes till uppdrag som maskinoperatör till kund i Höganäs', 'Fransktalande barnvakt / French speaking babysitter in Jonstorp, Höganäs', 'Studenter sökes till uppdrag som maskinoperatör till kund i Höganäs']"
2021,4,Hörby,1.0,['Familj söker nanny till Hörby EXTRAJOBB']
2021,4,Höör,4.0,"['Barnvakt sökes till Löberöd EXTRAJOBB', 'Stödpedagog till socialpsykiatrin till Höörs kommun!', 'Barnvakt sökes till Löberöd EXTRAJOBB', 'Barnvakt sökes till Löberöd EXTRAJOBB']"
2021,4,Järfälla,190.0,"['Barnvakt Extrajobb Stockholm Järfälla 4-5 dagar/v - kollektivavtal', 'Terminalarbetare Veddesta, behovsanställning', 'Barnvakt Stockholm Jakobsberg 5 ggr/vecka - Kollektivavtal', 'Studenter sökes för extrajobb i Järfälla', 'Studenter sökes för extrajobb i Järfälla']"
2021,4,Jönköping,228.0,"['Jobba som timvikarie i resurspoolen och gör skillnad!', 'Personlig assistent till schemarad, tjänstgöringsgrad 60-70%', 'Är du student och vill arbeta extra med orderplock och truckkörning?', 'Extrapersonal till Ica, Coop, Hemköp med flera i Jönköping', 'Brevsorterare till Postnord i Jönköping']"
2021,4,Kalix,5.0,"['Distributörer, Kalix och Töre', 'Aktivitetsansvarig ref. nr 113/21 ', 'Distributörer, Kalix och Töre']"
2021,4,Kalmar,47.0,"['Brevbärare Kalmar, behovsanställning', 'Vi söker dig som söker extrajobb!', 'Vaccina söker sjuksköterskor för vaccinering i Kalmar', 'Timvikarier till lärcentrum Anstalten Kalmar', 'Fastighetsskötare helger till Axcell Fastighetspartner']"
2021,4,Karlshamn,1.0,['Behandlingsassistent till Mariegårdens stödboende']
2021,4,Karlskoga,4.0,"['Receptionist på deltid till Sodexo!', 'Fotbollsintresserad eventpersonal sökes till eventturné!', 'Ledigt jobb för dig som student - Receptionist i Karlskoga']"
2021,4,Karlskrona,5.0,"['Jobba som timvikarie i resurspoolen och gör skillnad!', 'Nu söker vi extraarbetare för kommande uppdrag', 'Morgonpigg student sökes till en butik Karlskrona!']"
2021,4,Karlstad,33.0,"['Enhetschef till avdelningen för integration, försörjning och arbete', 'Enhetschef till avdelningen för integration, försörjning och arbete', 'Lediga extrajobb inom industrin i Forshaga!', 'Maskinoperatör för extrajobb till Tetra Pak', 'Behandlingskonsulent till Vuxenavdelningens behandlingsenhet -Öppenvården']"
2021,4,Katrineholm,28.0,"['Extrapersonal Kundcentermedarbetare i Katrineholm', 'Distributörer till Katrineholm', 'Söker dig som vill jobba extra i Katrineholm', 'Extraarbete inom industri till Katrineholm', 'Extrajobb på Matsmarts lager i Katrineholm']"
2021,4,Kiruna,6.0,"['Extraarbete för självständigt uppdrag med kort ansökningsdatum!', 'Brevbärare Vittangi, behovsanställning', 'Brevbärare Vittangi, behovsanställning', 'Morgondistributör Kiruna']"
2021,4,Kristianstad,33.0,"['Extrajobb vid sidan av studier, arbete, egenföretagande eller som pensionär', 'Extra arbete som receptionist', 'Vikarie sökes som PA till kille i tonåren!', 'Extrajobb som växeltelefonist', 'Vikarie sökes som PA till kille i tonåren!']"
2021,4,Kristinehamn,15.0,['Ekonomihandläggare till Kristinehamn']
2021,4,Kumla,2.0,"['Produktionsledare till terapiverksamhet vid anstalten Kumla', 'Stödassistent till Daglig verksamhet!']"
2021,4,Kungsbacka,113.0,"['Julkortsorterare Kungsbacka, behovsanställning inför jul', 'Barnvakt Kungsbacka Fjärås 20 timmar per månad, helgpass - Kollektivavtal', 'Barnvakt Extrajobb Fjärås 2 ggr/varannan vecka - Kollektivavtal', 'Barnvakt Göteborg Billdal 1 em/vecka - Kollektivavtal', 'Barnvakt Kungsbacka 1em/v - Kollektivavtal ']"
2021,4,Kungälv,7.0,"['Budbilschaufför sökes på deltid!', 'Måltidsbiträde på kvällstid till Swedish Match', 'Studerande budbilschaufför sökes i Kungälv!', 'Studerar du och söker ett aktivt extrajobb vid sidan av det? Se då hit!']"
2021,4,Kävlinge,16.0,"['Barnvakt sökes till Barsebäck EXTRAJOBB', 'Barnvakt sökes till Barsebäck EXTRAJOBB', 'Barnvakt sökes till Barsebäck EXTRAJOBB', 'Barnvakt sökes till Kävlinge EXTRAJOBB', 'Barnvakt sökes till Barsebäck EXTRAJOBB']"
2021,4,Köping,22.0,"['Brödplock i Köping', 'Brödplock i Köping', 'Brödplock i Köping', 'Extrajobb barnvakt Köping Kolsva 1-2 ggr/mån - Kollektivavtal', 'Brödplock i Köping']"
2021,4,Laholm,1.0,['Produktionsmedarbetare till kund i Laholm']
2021,4,Landskrona,56.0,"['Extrapersonal sökes dagtid till NA-KD', 'Lagerarbetare för extraarbete sökes till ICAs lager', 'Extrapersonal sökes till Eniva Isolerproffs ', 'Extrapersonal sökes dagtid till NA-KD', 'Erfaren truckförare för timanställning till kund i Landskrona']"
2021,4,Lekeberg,1.0,"['Handledare till Daglig verksamhet, LSS, vikariat']"
2021,4,Leksand,6.0,"['Studenter till Ejendals lager i Leksand', 'Studenter till Ejendals lager i Leksand']"
2021,4,Lerum,15.0,"['Extrajobb hos kund i Stenkullen!', 'Stödpedagog sökes till Seatons gruppbostad, Bmss', 'Barnvakt Extrajobb Lerum Tollered 20 timmar per månad  – Kollektivavtal', 'Barnvakt Extrajobb Lerum Tollered 20 timmar per månad  – Kollektivavtal', 'Personlig assistent 50% i Lerum']"
2021,4,Lessebo,1.0,['Vaccina söker sjuksköterskor för Covid-19 vaccinering i Lessebo']
2021,4,Lidingö,91.0,"['Truckförare sökes för extrajobb på Lidingö!', 'Extrajobb Barnvakt Stockholm Lidingö 2-3em/v - Kollektivavtal', 'Barnvakt Stockholm Lidingö 2-3em/v - Kollektivavtal', 'Barnvakt Stockholm Lidingö 2em/v - Kollektivavtal', 'Extrajobb Barnvakt Stockholm Lidingö 2-3em/v - Kollektivavtal']"
2021,4,Lidköping,23.0,"['Barnvakt Lidköping 1-2 ggr/mån - Kollektivavtal', 'Extrapersonal sökes i Skaraborg.', 'Extrapersonal sökes i Skaraborg.', 'Extrapersonal sökes i Skaraborg.', 'Extrapersonal sökes i Skaraborg.']"
2021,4,Lilla Edet,4.0,"['Barnvakt Lilla Edet Göta 1 kväll per månad  - Kollektivavtal ', 'Barnvakt Lilla Edet Göta 1 kväll per månad  - Kollektivavtal ', 'Enhetschef Funktionshinder, Lilla Edets kommun', 'Barnvakt Lilla Edet Göta 1 kväll per månad  - Kollektivavtal ']"
2021,4,Lindesberg,3.0,"['Extra Brevbärare, Lindesberg']"
2021,4,Linköping,679.0,"['Vuxenpedagog till boendestödsteam Råd och Stöd', 'Studenter för blockutdelning!', 'Socialsekreterare till särskilt utformat boendestöd', 'Vuxenpedagog till Team city', 'Servicemedarbetare för Linköpings elbilspooler']"
2021,4,Ljungby,57.0,"['Vaccina söker sjuksköterskor för Covid-19 vaccinering i Ljungby', 'Ledigt extrajobb på PostNord Strålfors i Ljungby', 'Professionell god man', 'Vaccina söker sjuksköterskor för Covid-19 vaccinering i Ljungby', 'Butikschef - Ljungby']"
2021,4,Ljusdal,15.0,"['Brevbärare Ljusdal, behovsanställning', 'Brevbärare Ljusdal, behovsanställning', 'Brevbärare Ljusdal, behovsanställning', 'Brevbärare Ljusdal, behovsanställning', 'Verksamhetschef/Föreståndare']"
2021,4,Lomma,7.0,"['Boendestödjare med socialpsykiatri-inriktning till Mobila teamet ', 'Familj söker nanny till Bjärred EXTRAJOBB', 'Familj söker nanny till Lomma EXTRAJOBB', 'Familj söker nanny till Lomma EXTRAJOBB', 'Familj söker nanny till Bjärred EXTRAJOBB']"
2021,4,Ludvika,4.0,"['Student sökes som butikssäljare till kund i Ludvika', 'Söker du en timanställning inom reception? Se hit!', 'Brevbärare Ludvika, behovsanställning']"
2021,4,Luleå,98.0,"['Studenter sökes för extrajobb inom livsmedelsproduktion i Luleå!', 'Sektionschef till Luleå, Södra Norrbotten', 'Terminalarbetare, Luleå', 'Distributörer, Haparanda', 'Distributörer, Luleå']"
2021,4,Lund,96.0,"['Administratörer på deltid sökes till företag centralt i Malmö!', 'Extrajobb som personlig assistent till man i Lund. Deltid 30%', 'Barista Lund', 'Städmaskinsförare för deltidsarbete i Lund', 'Butiksmedarbetare för extraarbete i Malmö och Lund']"
2021,4,Lycksele,1.0,"['Lastbilschaufför C Lycksele, behovsanställning']"
2021,4,Malmö,535.0,"['Handledare med stöttande förhållningssätt till cafe', 'Butiksextra hos Plantagen, Cervera, The Body Shop, Hemtex, mfl!', 'Timvikarie', '15 årig &quot;gamertjej&quot;  söker PA som vill jobba 20, 30 alt 60%', 'Behandlingsassistent natt']"
2021,4,Malung-Sälen,13.0,"['Arrestvakt', 'Arrestvakt', 'Sugen på att extrajobba i fjällen? ']"
2021,4,Malå,1.0,['Integrationssamordnare 100 %']
2021,4,Mariestad,3.0,"['Timvikarie till lärcentrum Anstalterna Johannesberg och Rödjan', 'Brevbärare Mariestad, behovsanställning']"
2021,4,Mark,1.0,['Pedagogisk och engagerad assistent sökes till 12-årig flicka. ']
2021,4,Mellerud,4.0,"['Socialsekreterare ekonomiskt bistånd, Vuxenenheten, IFO', 'Socialsekreterare, utökning på Vuxenenheten, IFO', 'Socialsekreterare på Vuxenenheten, IFO']"
2021,4,Mjölby,27.0,"['LSS-handläggare till enhet Äldre och funktionsnedsatta', 'Personligt ombud med kombinationstjänst till Råd, stöd och behandling', 'Stödassistenter till Rustningsgatans gruppbostad', 'Socialsekreterare till enhet Barn och unga', 'Distributörer Mjölby']"
2021,4,Mora,2.0,"['Stödpedagog till Arbete och utveckling', 'Nu söker vi dig som är ute efter extrajobb nattetid']"
2021,4,Motala,5.0,"['Sektionschef, Motala', 'EnRival söker arabisktalande handledare/Jobbcoach till Motala', 'Verksamhetschefer Socialförvaltningen']"
2021,4,Mullsjö,11.0,"['Tim- och semestervikarier sökes till vårt HVB i Mullsjö', 'Extraarbete som maskinoperatör']"
2021,4,Munkedal,1.0,['Samordnare']
2021,4,Mölndal,76.0,"['Behandlingspedagog till Sporren HVB', 'Nu söker vi timvikarier i grundsärskolan!', 'Barnvakt Göteborg 3 tillfällen/v - Kollektivavtal', 'Vill du jobba extra som kundtjänstmedarbetare på Hertz?', 'Socialsekreterare söker till nystartat Unga vuxna-team']"
2021,4,Mönsterås,2.0,"['Socialpedagog sökes till LSS-verksamhet', 'Handledare i sysselsättningsverksamhet Biltvätt']"
2021,4,Mörbylånga,2.0,"['Timvikarier till Bemanningsenheten OFV', 'Timvikarier till Social omsorg – Äldreomsorg']"
2021,4,Nacka,284.0,"['Barnvakt Nacka Saltsjöbaden 1-2em/vecka - Kollektivavtal', 'Barnvakt Extrajobb Nacka Saltsjö-Duvnäs 2-3 mornar/vecka - Kollektivavtal', 'Barnvakt Nacka Älta 1gång/v - Kollektivavtal', 'Barnvakt Nacka Älta 1gång/v - Kollektivavtal', 'Extrajobb Barnvakt Nacka Saltsjöbaden 1em/v kl15:30-18:00 - Kollektivavtal']"
2021,4,Nora,5.0,['Timvikarier till skola och fritids']
2021,4,Nordmaling,3.0,"['Kock till verksamhetsområde Umeå, visstidsanställning', 'Extraarbete snöskottare Nordmaling']"
2021,4,Norrköping,143.0,"['Junior juridisk konsult till Energia Capital / Deltid / Extrajobb', 'Extra personal treminal Norrköping', 'Flexibelt extrajobb som orderplockare till Martin & Servera i Norrköping', 'Entrévärd till butik i Norrköping!', 'Vaccina söker undersköterskor på heltid och deltid till Norrköping']"
2021,4,Norrtälje,9.0,"['Produktionschef trä- och metallindustri (kriminalvårdsinsp) till Norrtälje', 'Skötare till Gröna gränds socialpsykiatriska boende Norrtälje', 'Personlig assistent med undersköterskeutbildning!', 'Timvikarier/Boendestödjare till Nytida Rånäs Lanternan', 'Handledare till Arbetsmarknadscenter']"
2021,4,Nybro,8.0,"['Sorterare Nybro, behovsanställning', 'Enhetschef ', 'Omsorgsassistent Pool 2-3 tjänster', 'Koordinator']"
2021,4,Nykvarn,13.0,"['Lagerarbetare till Nykvarn, extrajobb', 'Lagerarbetare till Nykvarn, extrajobb', 'Barnvakt Nykvarn 2 em/varannan vecka- Kollektivavtal', 'Lagerarbetare till Nykvarn, extrajobb', 'Lagerarbetare till Nykvarn, extrajobb']"
2021,4,Nyköping,4.0,"['Arbetsterapeut/rehabkoordinator till Krys vårdcentral i Nyköping', 'Lagerarbetare med truckkort sökes för behovsanställning i Nyköping', 'Fitness24Seven söker Timvikarierande Site Responsible till Nyköping på 20%', 'Lagerarbetare med truckkort sökes för behovsanställning i Nyköping']"
2021,4,Nynäshamn,9.0,"['Inhoppare/timmis i Nynäs!', 'Merchandiser sökes till uppdrag i Nynäshamn över jul & nyår- v.52 ', 'Merchandiser sökes till vikariepool i Nynäshamn ', 'Personlig assistent sökes i Nynäs.', 'Extrajobb som receptionist sökes till Nynäshamn']"
2021,4,Nässjö,75.0,"['Behovspersonal ', 'Julkortssorterare sökes för extrajobb på dagtid!', 'Extrajobb inom lager och industri', 'Montörer sökes för extrajobb i Nässjö!', 'Julkortssorterare sökes för extrajobb på nattetid!']"
2021,4,Olofström,1.0,['Samordnare LSS och Sol']
2021,4,Orust,9.0,"['Personlig assistent till man på Orust', 'Boendestödjare/Boendestödspedagoger']"
2021,4,Osby,1.0,['Stödassistent i daglig verksamhet LSS']
2021,4,Oskarshamn,14.0,"['Har du annan huvudsaklig syssla och vill jobba extra?', 'Har du annan huvudsaklig syssla och vill jobba extra?', 'Har du annan huvudsaklig syssla och vill jobba extra?', 'Brevbärare + B-chaufför, Oskarshamn, behovsanställning']"
2021,4,Pajala,1.0,['Enhetschef för LSS-verksamhet']
2021,4,Partille,8.0,"['Extrajobb Göteborg Partille 3 dagar/v - Kollektivavtal ', 'Extrajobb Göteborg Partille 3 dagar/v - Kollektivavtal ', 'Enhetschef till daglig verksamhet med inriktning arbetsliv', 'Extrajobb Göteborg Partille 3 dagar/v - Kollektivavtal ', 'Extrajobb Göteborg Partille 3 dagar/v - Kollektivavtal ']"
2021,4,Piteå,64.0,"['Ekonomistudent? Arbeta deltid hos Swedbank!', 'Vill du jobba extra hos oss?', 'Arbeta deltid (kväll) hos Swedbank!', 'Extrajobb Barnvakt Piteå 1g/v kl 12:30-17:00 - Kollektivavtal', 'Boendestödjare']"
2021,4,Ragunda,1.0,['Kvalificerad handledare och coach']
2021,4,Rättvik,4.0,"['Brevbärare Rättvik, behovsanställning', 'Brevbärare Rättvik, behovsanställning']"
2021,4,Sala,6.0,"['Medarbetare till socialpsykiatrin - Boendestöd/Freden', 'Undersköterska till Karpgatan 2 Gruppbostad', 'Lärarvikarie till Valla-Ekebyskolan 7-9', 'Undersköterska till Karpgatan 2 Gruppbostad']"
2021,4,Sandviken,3.0,"['Brevbärare Sandviken, behovsanställning', 'Fitness24Seven söker Site Responsible till Sandviken på 50% och timvikarie!']"
2021,4,Sigtuna,172.0,"['Familj söker nanny till Märsta EXTRAJOBB', 'Extrajobb som receptionist i Arlanda på DHL', 'Studenter sökes till Arlanda för arbete som bagagehanterare!', 'Extrajobb som receptionist i Arlanda på DHL', 'Studenter sökes till Arlanda för arbete som bagagehanterare!']"
2021,4,Sjöbo,16.0,"['Timvikarier till Storkskolan! Förskoleklass, fritidshem och skola!', 'Barnvakt sökes till Blentarp EXTRAJOBB', 'Barnvakt sökes till Sjöbo EXTRAJOBB', 'Timvikarier till Färsingaskolan', 'Barnvakt sökes till Blentarp EXTRAJOBB']"
2021,4,Skara,18.0,"['Extrapersonal sökes i Skaraborg!', 'Extrapersonal sökes i Skaraborg!', 'Extrapersonal sökes i Skaraborg!', 'Extrapersonal sökes i Skaraborg!', 'Extrapersonal sökes i Skaraborg!']"
2021,4,Skellefteå,18.0,"['Clockwork söker extrapersonal i Skellefteå! ', 'Extra arbete för långsiktigt uppdrag', 'Budbilsförare på timmar till Bussgods i Skellefteå', 'Distributörer, Skellefteå', 'Distributörer, Skellefteå']"
2021,4,Skurup,7.0,"['Deltidsarbete på natt till terminal på Sturup', 'Barnvakt sökes till Skurup EXTRAJOBB', 'Deltidsarbete på natt till terminal på Sturup', 'Plock- och paketerare - vid sidan av studier', 'Barnvakt sökes till Skurup EXTRAJOBB']"
